Indicator,Year,Country ISO 3 code,Country,WHO region,World bank income group,Sex,Comments,Value Numeric,Value String,Value low,Value high
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MDG,Madagascar,Africa,Low income,Female,,2.4,2.4 [1.5-3.3],1.5,3.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MDG,Madagascar,Africa,Low income,Both sexes,,19.1,19.1 [14.6-23.7],14.6,23.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MDG,Madagascar,Africa,Low income,Female,,2.2,2.2 [1.4-3.0],1.4,3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MDG,Madagascar,Africa,Low income,Male,,36.1,36.1 [27.7-44.4],27.7,44.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MDG,Madagascar,Africa,Low income,Female,,2,2.0 [1.4-2.5],1.4,2.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MDG,Madagascar,Africa,Low income,Male,,35.1,35.1 [27.2-42.9],27.2,42.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MDG,Madagascar,Africa,Low income,Both sexes,,18.5,18.5 [14.3-22.7],14.3,22.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MDG,Madagascar,Africa,Low income,Both sexes,,17.6,17.6 [14.0-21.3],14,21.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MDG,Madagascar,Africa,Low income,Male,,33.6,33.6 [26.7-40.5],26.7,40.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MDG,Madagascar,Africa,Low income,Female,,1.6,1.6 [1.2-2.0],1.2,2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MDG,Madagascar,Africa,Low income,Both sexes,,16.7,16.7 [13.1-20.4],13.1,20.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MDG,Madagascar,Africa,Low income,Female,,1.3,1.3 [1.0-1.7],1,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MDG,Madagascar,Africa,Low income,Male,,32.1,32.1 [25.2-39.1],25.2,39.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MDG,Madagascar,Africa,Low income,Both sexes,,16.6,16.6 [13.1-20.2],13.1,20.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MDG,Madagascar,Africa,Low income,Male,,32,32.0 [25.3-38.7],25.3,38.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MDG,Madagascar,Africa,Low income,Female,,1.3,1.3 [1.0-1.6],1,1.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,MDG,Madagascar,Africa,Low income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,16.3,16.3 [13.1-19.6],13.1,19.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,MDG,Madagascar,Africa,Low income,Male,The most recent survey was conducted in 2021. This is a projection.,31.4,31.4 [25.2-37.7],25.2,37.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,MDG,Madagascar,Africa,Low income,Female,The most recent survey was conducted in 2021. This is a projection.,1.3,1.3 [0.9-1.6],0.9,1.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,MDG,Madagascar,Africa,Low income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,16,16.0 [12.3-19.7],12.3,19.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,MDG,Madagascar,Africa,Low income,Male,The most recent survey was conducted in 2021. This is a projection.,30.9,30.9 [23.8-37.9],23.8,37.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,MDG,Madagascar,Africa,Low income,Female,The most recent survey was conducted in 2021. This is a projection.,1.1,1.1 [0.8-1.4],0.8,1.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,MDG,Madagascar,Africa,Low income,Male,The most recent survey was conducted in 2021. This is a projection.,29.7,29.7 [21.3-38.0],21.3,38
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,MDG,Madagascar,Africa,Low income,Female,The most recent survey was conducted in 2021. This is a projection.,0.9,0.9 [0.6-1.2],0.6,1.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,MDG,Madagascar,Africa,Low income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,15.3,15.3 [11.0-19.6],11,19.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MWI,Malawi,Africa,Low income,Female,,7.7,7.7 [5.1-10.4],5.1,10.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MWI,Malawi,Africa,Low income,Male,,34.8,34.8 [27.9-41.8],27.9,41.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MWI,Malawi,Africa,Low income,Both sexes,,21.3,21.3 [16.5-26.1],16.5,26.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MWI,Malawi,Africa,Low income,Female,,5.1,5.1 [3.5-6.6],3.5,6.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MWI,Malawi,Africa,Low income,Male,,28.8,28.8 [23.6-33.9],23.6,33.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MWI,Malawi,Africa,Low income,Both sexes,,16.9,16.9 [13.6-20.2],13.6,20.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MWI,Malawi,Africa,Low income,Both sexes,,15.5,15.5 [12.4-18.5],12.4,18.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MWI,Malawi,Africa,Low income,Female,,4.3,4.3 [2.9-5.7],2.9,5.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MWI,Malawi,Africa,Low income,Male,,26.6,26.6 [21.9-31.4],21.9,31.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MWI,Malawi,Africa,Low income,Both sexes,,13.6,13.6 [11.1-16.1],11.1,16.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MWI,Malawi,Africa,Low income,Female,,3.4,3.4 [2.3-4.5],2.3,4.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MWI,Malawi,Africa,Low income,Male,,23.8,23.8 [19.9-27.7],19.9,27.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MWI,Malawi,Africa,Low income,Male,,19.8,19.8 [16.3-23.3],16.3,23.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MWI,Malawi,Africa,Low income,Both sexes,,11,11.0 [8.9-13.2],8.9,13.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MWI,Malawi,Africa,Low income,Female,,2.3,2.3 [1.5-3.0],1.5,3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MWI,Malawi,Africa,Low income,Male,,16.5,16.5 [13.2-19.8],13.2,19.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MWI,Malawi,Africa,Low income,Both sexes,,9,9.0 [7.0-11.0],7,11
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MWI,Malawi,Africa,Low income,Female,,1.5,1.5 [0.8-2.2],0.8,2.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MWI,Malawi,Africa,Low income,Both sexes,The most recent survey was conducted in 2019-20. This is a projection.,8.6,8.6 [6.5-10.7],6.5,10.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MWI,Malawi,Africa,Low income,Male,The most recent survey was conducted in 2019-20. This is a projection.,15.8,15.8 [12.4-19.3],12.4,19.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MWI,Malawi,Africa,Low income,Female,The most recent survey was conducted in 2019-20. This is a projection.,1.4,1.4 [0.7-2.1],0.7,2.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,MWI,Malawi,Africa,Low income,Both sexes,The most recent survey was conducted in 2019-20. This is a projection.,8.3,8.3 [6.4-10.3],6.4,10.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,MWI,Malawi,Africa,Low income,Male,The most recent survey was conducted in 2019-20. This is a projection.,15.3,15.3 [12.1-18.6],12.1,18.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,MWI,Malawi,Africa,Low income,Female,The most recent survey was conducted in 2019-20. This is a projection.,1.3,1.3 [0.7-1.9],0.7,1.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,MWI,Malawi,Africa,Low income,Female,The most recent survey was conducted in 2019-20. This is a projection.,1,1.0 [0.4-1.6],0.4,1.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,MWI,Malawi,Africa,Low income,Both sexes,The most recent survey was conducted in 2019-20. This is a projection.,7.4,7.4 [5.3-9.5],5.3,9.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,MWI,Malawi,Africa,Low income,Male,The most recent survey was conducted in 2019-20. This is a projection.,13.8,13.8 [10.2-17.3],10.2,17.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,MWI,Malawi,Africa,Low income,Female,The most recent survey was conducted in 2019-20. This is a projection.,0.7,0.7 [0.2-1.1],0.2,1.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,MWI,Malawi,Africa,Low income,Male,The most recent survey was conducted in 2019-20. This is a projection.,11.4,11.4 [8.1-14.7],8.1,14.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,MWI,Malawi,Africa,Low income,Both sexes,The most recent survey was conducted in 2019-20. This is a projection.,6,6.0 [4.2-7.9],4.2,7.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MYS,Malaysia,Western Pacific,Upper middle income,Male,,54.7,54.7 [42.7-66.6],42.7,66.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MYS,Malaysia,Western Pacific,Upper middle income,Both sexes,,29,29.0 [22.5-35.5],22.5,35.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,MYS,Malaysia,Western Pacific,Upper middle income,Female,,3.3,3.3 [2.3-4.4],2.3,4.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MYS,Malaysia,Western Pacific,Upper middle income,Both sexes,,26.5,26.5 [21.4-31.6],21.4,31.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MYS,Malaysia,Western Pacific,Upper middle income,Male,,50.9,50.9 [41.1-60.6],41.1,60.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,MYS,Malaysia,Western Pacific,Upper middle income,Female,,2.1,2.1 [1.6-2.7],1.6,2.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MYS,Malaysia,Western Pacific,Upper middle income,Both sexes,,25.8,25.8 [20.9-30.7],20.9,30.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MYS,Malaysia,Western Pacific,Upper middle income,Male,,49.8,49.8 [40.4-59.2],40.4,59.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,MYS,Malaysia,Western Pacific,Upper middle income,Female,,1.8,1.8 [1.4-2.2],1.4,2.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MYS,Malaysia,Western Pacific,Upper middle income,Female,,1.4,1.4 [1.0-1.7],1,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MYS,Malaysia,Western Pacific,Upper middle income,Both sexes,,24.5,24.5 [20.3-28.7],20.3,28.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,MYS,Malaysia,Western Pacific,Upper middle income,Male,,47.5,47.5 [39.5-55.6],39.5,55.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MYS,Malaysia,Western Pacific,Upper middle income,Both sexes,,22.6,22.6 [18.4-26.7],18.4,26.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MYS,Malaysia,Western Pacific,Upper middle income,Female,,0.9,0.9 [0.6-1.2],0.6,1.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,MYS,Malaysia,Western Pacific,Upper middle income,Male,,44.2,44.2 [36.2-52.3],36.2,52.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MYS,Malaysia,Western Pacific,Upper middle income,Male,The most recent survey was conducted in 2019. This is a projection.,41.4,41.4 [32.1-50.8],32.1,50.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MYS,Malaysia,Western Pacific,Upper middle income,Both sexes,The most recent survey was conducted in 2019. This is a projection.,21,21.0 [16.2-25.8],16.2,25.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,MYS,Malaysia,Western Pacific,Upper middle income,Female,The most recent survey was conducted in 2019. This is a projection.,0.6,0.6 [0.3-0.8],0.3,0.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MYS,Malaysia,Western Pacific,Upper middle income,Both sexes,The most recent survey was conducted in 2019. This is a projection.,20.6,20.6 [15.2-26.0],15.2,26
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,MYS,Malaysia,Western Pacific,Upper middle income,Male,The most recent survey was conducted in 2019. This is a projection.,40.7,40.7 [30.2-51.3],30.2,51.3
